"edad","ocupacion","est_civil","nivel_educativo","contrato_meses","Cred_hipotecario","Cred_personal","Medio_contacto","Dia","Mes","duracion_seg","aceptacion_TC"
47,"empleado","casado","bachillerato",28,"si","si","chat",16,"mayo",312,"no"
30,"informal","soltero","bachillerato",27,"si","si","chat",14,"mayo",103,"no"
34,"independiente","casado","bachillerato",42,"si","no","celular",16,"julio",101,"no"
45,"ama(o)_de_casa","casado","primaria",15,"si","no","chat",20,"junio",48,"no"
43,"independiente","casado","bachillerato",68,"si","si","celular",21,"julio",228,"no"
59,"informal","casado","primaria",20,"no","si","chat",20,"junio",81,"no"
50,"independiente","casado","bachillerato",3,"no","si","celular",7,"julio",152,"no"
39,"informal","casado","bachillerato",41,"si","si","chat",23,"mayo",160,"no"
36,"independiente","casado","bachillerato",18,"si","si","chat",27,"mayo",59,"no"
44,"informal","casado","bachillerato",65,"si","si","celular",21,"noviembre",297,"no"
36,"independiente","casado","universitario",7,"si","si","celular",22,"agosto",147,"no"
27,"desempleado","soltero","universitario",58,"no","si","celular",4,"mayo",143,"no"
29,"empleado","casado","bachillerato",32,"si","si","chat",28,"mayo",75,"no"
70,"informal","casado","bachillerato",67,"si","si","telefono",14,"mayo",338,"no"
44,"desempleado","casado","universitario",52,"no","si","chat",11,"junio",29,"no"
55,"desempleado","casado","universitario",1,"si","no","chat",14,"mayo",159,"no"
36,"independiente","divorciado","bachillerato",42,"si","no","chat",2,"junio",85,"no"
28,"independiente","soltero","bachillerato",30,"si","no","celular",11,"mayo",15,"si"
50,"desempleado","divorciado","universitario",30,"no","si","celular",8,"mayo",198,"no"
49,"independiente","casado","bachillerato",22,"no","no","chat",19,"mayo",114,"no"
71,"informal","divorciado","universitario",40,"si","si","celular",12,"agosto",1117,"no"
31,"independiente","soltero","bachillerato",40,"no","si","celular",3,"febrero",343,"no"
45,"desempleado","soltero","universitario",29,"si","no","celular",31,"julio",59,"no"
42,"informal","casado","bachillerato",49,"si","no","celular",9,"julio",31,"no"
45,"independiente","casado","bachillerato",34,"si","si","celular",16,"julio",212,"no"
47,"independiente","casado","primaria",37,"si","si","chat",7,"mayo",157,"no"
60,"informal","divorciado","bachillerato",29,"si","si","celular",8,"julio",96,"no"
35,"desempleado","casado","universitario",67,"si","si","chat",27,"mayo",245,"no"
31,"independiente","soltero","universitario",25,"si","no","celular",11,"agosto",72,"no"
33,"informal","casado","primaria",63,"si","si","celular",16,"abril",700,"no"
50,"independiente","casado","universitario",1,"si","no","celular",15,"abril",107,"no"
51,"informal","casado","bachillerato",17,"si","no","celular",18,"agosto",312,"no"
34,"independiente","casado","bachillerato",62,"si","si","celular",4,"junio",153,"si"
56,"empleado","casado","bachillerato",40,"si","si","celular",23,"julio",55,"no"
29,"empleado","casado","bachillerato",47,"si","si","telefono",13,"mayo",38,"no"
31,"informal","casado","bachillerato",37,"si","no","celular",14,"agosto",96,"no"
44,"independiente","divorciado","tecnico",28,"si","si","chat",23,"mayo",397,"no"
55,"informal","casado","bachillerato",6,"si","si","telefono",30,"julio",208,"no"
35,"estudiante","soltero","tecnico",22,"no","no","telefono",28,"enero",122,"no"
36,"independiente","casado","universitario",45,"si","si","celular",29,"diciembre",109,"si"
54,"pensionado","casado","bachillerato",70,"si","si","chat",26,"mayo",74,"si"
32,"empleado","casado","universitario",51,"si","no","celular",22,"julio",72,"si"
36,"desempleado","divorciado","universitario",57,"no","si","celular",5,"febrero",383,"no"
60,"pensionado","casado","bachillerato",26,"si","no","chat",12,"mayo",113,"si"
32,"independiente","soltero","bachillerato",1,"si","si","chat",4,"julio",400,"no"
57,"desempleado","casado","universitario",46,"si","si","celular",19,"agosto",387,"no"
34,"informal","casado","primaria",56,"si","no","celular",18,"mayo",59,"no"
27,"estudiante","soltero","bachillerato",41,"si","si","celular",13,"mayo",528,"no"
52,"empleado","soltero","universitario",25,"no","no","celular",26,"agosto",1223,"si"
45,"independiente","divorciado","tecnico",1,"si","no","telefono",30,"julio",38,"si"
58,"independiente","soltero","bachillerato",15,"no","no","celular",4,"diciembre",1139,"no"
39,"informal","soltero","primaria",12,"si","si","celular",19,"noviembre",286,"no"
48,"informal","soltero","bachillerato",17,"si","si","celular",3,"febrero",369,"no"
36,"empleado","soltero","bachillerato",1,"no","no","celular",13,"agosto",333,"si"
31,"independiente","soltero","bachillerato",5,"si","no","celular",8,"mayo",198,"no"
41,"desempleado","casado","universitario",10,"si","no","celular",26,"agosto",106,"no"
30,"independiente","soltero","bachillerato",43,"no","si","celular",22,"julio",423,"no"
57,"informal","casado","universitario",54,"si","si","celular",12,"agosto",116,"no"
29,"independiente","soltero","bachillerato",47,"si","no","chat",19,"mayo",30,"si"
29,"empleado","divorciado","bachillerato",56,"si","no","celular",13,"abril",1101,"si"
30,"desempleado","soltero","universitario",52,"no","si","celular",16,"junio",102,"no"
44,"desempleado","casado","universitario",53,"si","si","celular",6,"agosto",384,"no"
33,"estudiante","soltero","tecnico",30,"si","no","celular",4,"septiembre",156,"no"
56,"independiente","divorciado","bachillerato",59,"si","no","telefono",17,"noviembre",99,"si"
26,"empleado","soltero","bachillerato",43,"no","no","telefono",18,"junio",280,"si"
52,"independiente","casado","bachillerato",59,"no","si","telefono",29,"agosto",20,"no"
32,"desempleado","soltero","bachillerato",47,"si","si","chat",2,"junio",258,"no"
36,"independiente","soltero","bachillerato",46,"si","no","celular",29,"agosto",85,"no"
26,"informal","casado","bachillerato",24,"si","si","chat",4,"julio",355,"no"
37,"informal","casado","bachillerato",71,"si","no","chat",5,"junio",66,"no"
34,"independiente","casado","bachillerato",60,"si","si","celular",18,"julio",467,"no"
26,"empleado","soltero","bachillerato",10,"si","si","celular",7,"mayo",582,"no"
32,"empleado","casado","bachillerato",11,"si","no","celular",15,"mayo",744,"si"
30,"desempleado","soltero","universitario",43,"no","no","celular",30,"julio",185,"no"
27,"independiente","soltero","bachillerato",7,"si","si","celular",12,"mayo",13,"no"
42,"independiente","soltero","bachillerato",1,"si","no","celular",4,"febrero",98,"no"
33,"informal","soltero","primaria",13,"si","no","chat",9,"mayo",127,"no"
37,"informal","casado","bachillerato",42,"no","si","chat",3,"junio",45,"no"
45,"informal","casado","bachillerato",21,"si","no","celular",29,"enero",244,"no"
36,"independiente","casado","universitario",49,"no","no","chat",16,"junio",2769,"si"
39,"empleado","soltero","universitario",27,"si","no","celular",12,"mayo",561,"si"
33,"desempleado","soltero","universitario",14,"si","si","celular",22,"agosto",182,"no"
47,"empleado","casado","bachillerato",27,"no","si","celular",22,"agosto",618,"no"
49,"independiente","casado","bachillerato",59,"si","si","chat",6,"mayo",198,"no"
46,"empleado","divorciado","bachillerato",9,"no","no","celular",19,"agosto",126,"si"
31,"empleado","casado","bachillerato",57,"si","si","celular",16,"julio",715,"no"
43,"desempleado","divorciado","bachillerato",16,"si","si","celular",21,"noviembre",63,"no"
30,"informal","soltero","bachillerato",10,"si","no","chat",21,"mayo",412,"si"
43,"desempleado","divorciado","universitario",20,"si","no","celular",13,"mayo",66,"no"
42,"informal","casado","bachillerato",58,"si","si","celular",17,"noviembre",96,"no"
30,"independiente","soltero","universitario",21,"no","no","celular",30,"abril",633,"si"
33,"desempleado","soltero","universitario",65,"si","si","chat",5,"mayo",364,"no"
41,"independiente","casado","bachillerato",24,"si","si","chat",30,"mayo",298,"no"
29,"informal","soltero","bachillerato",27,"si","no","celular",17,"abril",341,"si"
38,"desempleado","casado","bachillerato",69,"si","si","chat",26,"mayo",364,"no"
29,"independiente","casado","universitario",61,"si","si","celular",12,"junio",234,"no"
80,"ama(o)_de_casa","casado","primaria",34,"no","no","celular",23,"febrero",639,"si"
38,"empleado","soltero","universitario",68,"no","no","celular",8,"agosto",310,"si"
36,"informal","divorciado","primaria",52,"si","si","chat",2,"junio",123,"no"
38,"independiente","casado","universitario",10,"no","si","celular",2,"junio",253,"no"
44,"empleado","casado","bachillerato",45,"si","no","celular",11,"julio",96,"si"
31,"empleado","casado","universitario",68,"no","no","celular",30,"abril",297,"si"
31,"empleado","soltero","bachillerato",22,"si","si","chat",26,"mayo",501,"si"
57,"independiente","divorciado","primaria",34,"si","si","celular",15,"mayo",67,"no"
37,"informal","casado","primaria",69,"si","si","chat",21,"mayo",281,"no"
50,"informal","casado","bachillerato",29,"si","si","celular",5,"mayo",475,"no"
60,"pensionado","casado","primaria",11,"no","no","celular",6,"octubre",205,"si"
51,"desempleado","casado","universitario",62,"si","si","celular",8,"octubre",272,"no"
48,"informal","casado","bachillerato",29,"si","si","celular",15,"abril",349,"no"
42,"informal","casado","primaria",36,"si","no","celular",3,"febrero",216,"si"
36,"informal","casado","bachillerato",51,"si","no","celular",9,"julio",183,"no"
43,"desempleado","casado","universitario",33,"si","si","celular",8,"mayo",130,"no"
31,"independiente","casado","primaria",60,"si","si","chat",4,"junio",61,"no"
49,"independiente","soltero","bachillerato",20,"si","si","chat",6,"junio",92,"no"
35,"desempleado","divorciado","universitario",15,"si","si","celular",5,"agosto",37,"no"
44,"independiente","casado","bachillerato",56,"si","no","celular",19,"noviembre",354,"si"
34,"independiente","casado","universitario",34,"no","no","celular",4,"mayo",203,"no"
46,"informal","casado","bachillerato",43,"no","no","chat",13,"mayo",152,"si"
49,"informal","casado","primaria",30,"si","si","chat",2,"junio",41,"no"
32,"informal","casado","bachillerato",38,"no","si","celular",4,"mayo",20,"no"
35,"desempleado","divorciado","universitario",37,"si","no","celular",11,"mayo",277,"no"
51,"independiente","casado","bachillerato",23,"no","no","chat",17,"junio",83,"no"
57,"informal","divorciado","bachillerato",21,"si","no","chat",6,"mayo",531,"no"
59,"desempleado","casado","universitario",30,"si","si","telefono",28,"agosto",91,"no"
40,"empleado","divorciado","tecnico",17,"si","si","chat",5,"mayo",315,"no"
49,"desempleado","soltero","universitario",50,"si","si","celular",28,"agosto",70,"no"
51,"desempleado","casado","bachillerato",44,"si","si","celular",9,"julio",384,"no"
35,"independiente","casado","bachillerato",23,"si","si","chat",4,"julio",105,"no"
29,"independiente","casado","bachillerato",5,"si","si","chat",27,"mayo",305,"no"
32,"empleado","soltero","bachillerato",49,"si","no","celular",25,"mayo",158,"si"
37,"ama(o)_de_casa","divorciado","bachillerato",13,"si","si","celular",13,"mayo",199,"no"
49,"desempleado","casado","primaria",70,"si","si","chat",27,"mayo",25,"no"
45,"independiente","casado","tecnico",40,"si","si","chat",27,"mayo",147,"no"
34,"independiente","soltero","bachillerato",2,"si","no","celular",29,"julio",538,"no"
53,"independiente","casado","bachillerato",4,"si","no","celular",22,"agosto",77,"no"
42,"independiente","casado","primaria",68,"si","no","celular",20,"agosto",94,"no"
43,"independiente","casado","bachillerato",7,"si","no","chat",13,"mayo",1721,"si"
52,"pensionado","casado","bachillerato",46,"no","no","celular",19,"noviembre",143,"si"
34,"informal","soltero","bachillerato",55,"si","si","celular",20,"noviembre",104,"no"
34,"independiente","divorciado","universitario",54,"si","no","celular",7,"agosto",587,"si"
27,"empleado","casado","bachillerato",10,"si","no","celular",22,"julio",1608,"si"
43,"desempleado","casado","universitario",16,"si","si","celular",9,"febrero",48,"no"
41,"independiente","casado","universitario",44,"si","no","celular",9,"julio",74,"no"
72,"informal","casado","bachillerato",40,"si","si","celular",12,"noviembre",427,"no"
35,"informal","casado","primaria",11,"si","no","celular",14,"mayo",73,"no"
41,"desempleado","casado","universitario",69,"si","si","chat",3,"junio",14,"no"
36,"informal","divorciado","primaria",30,"si","no","celular",12,"mayo",725,"si"
51,"ama(o)_de_casa","casado","primaria",64,"si","si","celular",14,"julio",333,"no"
37,"independiente","casado","universitario",28,"si","si","celular",13,"agosto",244,"no"
42,"independiente","soltero","bachillerato",63,"si","si","telefono",21,"octubre",519,"si"
26,"independiente","soltero","bachillerato",23,"si","si","celular",22,"julio",242,"no"
23,"empleado","soltero","bachillerato",59,"si","si","celular",18,"mayo",222,"no"
50,"desempleado","casado","universitario",20,"si","si","celular",19,"noviembre",130,"no"
37,"informal","casado","bachillerato",48,"si","si","celular",7,"mayo",490,"si"
35,"empleado","casado","universitario",12,"no","no","celular",20,"noviembre",258,"si"
37,"desempleado","casado","universitario",62,"no","si","celular",29,"enero",337,"no"
79,"informal","divorciado","tecnico",66,"no","si","telefono",8,"julio",220,"no"
39,"independiente","casado","bachillerato",28,"no","no","celular",24,"agosto",79,"si"
47,"empleado","casado","bachillerato",67,"si","no","telefono",9,"julio",250,"no"
44,"informal","casado","bachillerato",56,"si","si","celular",2,"junio",130,"no"
36,"empleado","soltero","universitario",3,"no","no","celular",18,"agosto",882,"si"
33,"informal","soltero","bachillerato",3,"si","si","celular",17,"abril",515,"si"
42,"empleado","casado","bachillerato",62,"si","si","celular",5,"mayo",238,"no"
35,"independiente","soltero","universitario",16,"si","si","telefono",28,"mayo",32,"no"
31,"informal","casado","bachillerato",46,"si","si","chat",13,"mayo",907,"no"
58,"empleado","casado","primaria",29,"no","si","chat",27,"junio",162,"no"
46,"empleado","casado","universitario",59,"no","no","chat",7,"mayo",70,"si"
41,"independiente","soltero","bachillerato",36,"si","si","chat",4,"junio",99,"no"
58,"independiente","casado","bachillerato",39,"si","no","chat",13,"mayo",325,"no"
33,"informal","casado","bachillerato",30,"no","si","celular",18,"julio",305,"no"
31,"desempleado","casado","bachillerato",43,"si","no","celular",19,"noviembre",631,"no"
55,"independiente","divorciado","bachillerato",15,"no","no","celular",10,"febrero",169,"si"
38,"independiente","soltero","bachillerato",27,"si","no","celular",28,"mayo",61,"no"
55,"ama(o)_de_casa","casado","bachillerato",67,"si","si","celular",22,"agosto",256,"no"
47,"desempleado","soltero","universitario",57,"si","si","chat",11,"junio",58,"no"
51,"ama(o)_de_casa","casado","primaria",41,"si","si","chat",20,"mayo",142,"no"
46,"desempleado","soltero","universitario",66,"si","no","telefono",4,"mayo",36,"no"
61,"empleado","casado","universitario",45,"no","no","celular",10,"marzo",106,"si"
47,"desempleado","soltero","universitario",64,"no","si","celular",21,"agosto",71,"no"
34,"independiente","casado","bachillerato",8,"no","no","celular",25,"agosto",132,"si"
34,"informal","casado","bachillerato",12,"si","si","chat",20,"mayo",120,"no"
41,"desempleado","divorciado","universitario",1,"si","si","celular",14,"octubre",181,"no"
36,"informal","divorciado","bachillerato",25,"no","no","chat",5,"junio",152,"no"
26,"informal","soltero","bachillerato",16,"si","si","chat",28,"mayo",302,"no"
35,"empleado","casado","universitario",18,"no","no","celular",23,"abril",93,"si"
36,"informal","casado","bachillerato",14,"si","si","chat",17,"junio",235,"no"
26,"empleado","soltero","universitario",63,"no","no","celular",15,"junio",129,"si"
58,"desempleado","casado","primaria",1,"si","si","celular",11,"julio",94,"no"
50,"informal","casado","bachillerato",35,"si","si","celular",7,"abril",310,"no"
61,"pensionado","casado","bachillerato",15,"si","no","celular",15,"julio",195,"si"
28,"independiente","soltero","bachillerato",13,"si","si","chat",21,"mayo",196,"no"
49,"informal","soltero","primaria",29,"si","si","chat",15,"mayo",93,"no"
74,"pensionado","casado","bachillerato",49,"no","no","telefono",17,"abril",394,"si"
53,"informal","casado","bachillerato",17,"si","si","celular",3,"febrero",288,"no"
46,"independiente","casado","bachillerato",56,"si","si","celular",31,"julio",208,"no"
47,"empleado","casado","universitario",64,"no","no","celular",27,"octubre",508,"si"
42,"informal","soltero","primaria",2,"si","si","celular",30,"julio",86,"no"
56,"empleado","casado","bachillerato",62,"si","si","celular",21,"noviembre",189,"no"
42,"independiente","casado","bachillerato",56,"si","si","chat",29,"mayo",249,"no"
49,"ama(o)_de_casa","casado","primaria",34,"si","no","celular",21,"noviembre",450,"si"
43,"desempleado","soltero","tecnico",18,"si","si","celular",22,"mayo",680,"no"
39,"empleado","casado","bachillerato",67,"si","si","chat",20,"mayo",175,"no"
66,"pensionado","casado","primaria",38,"no","no","celular",9,"febrero",479,"si"
30,"independiente","soltero","universitario",4,"si","no","celular",5,"abril",270,"no"
38,"desempleado","soltero","universitario",20,"si","si","celular",24,"julio",164,"no"
31,"informal","casado","bachillerato",71,"si","si","celular",20,"abril",158,"no"
32,"independiente","casado","bachillerato",72,"si","si","celular",8,"agosto",50,"no"
48,"independiente","casado","bachillerato",16,"no","no","celular",6,"agosto",80,"si"
34,"independiente","casado","universitario",13,"no","no","celular",6,"febrero",45,"si"
28,"estudiante","soltero","bachillerato",54,"si","si","celular",29,"enero",220,"no"
40,"independiente","soltero","bachillerato",71,"si","no","chat",18,"junio",161,"no"
36,"independiente","casado","bachillerato",55,"si","si","chat",20,"mayo",98,"no"
52,"informal","casado","bachillerato",20,"no","si","chat",9,"junio",79,"no"
46,"independiente","casado","primaria",21,"si","si","chat",6,"mayo",157,"no"
25,"independiente","soltero","bachillerato",4,"si","si","celular",21,"julio",339,"no"
52,"informal","casado","bachillerato",9,"si","si","chat",13,"mayo",274,"no"
40,"informal","casado","primaria",58,"si","si","chat",14,"mayo",977,"no"
26,"desempleado","divorciado","universitario",64,"si","si","chat",12,"mayo",127,"no"
26,"informal","soltero","primaria",8,"si","no","chat",4,"junio",329,"no"
35,"independiente","soltero","bachillerato",4,"si","si","telefono",21,"noviembre",1441,"no"
40,"independiente","soltero","bachillerato",4,"si","no","chat",6,"mayo",231,"no"
31,"desempleado","casado","universitario",53,"si","si","celular",13,"mayo",96,"no"
32,"independiente","casado","bachillerato",41,"si","si","celular",18,"mayo",213,"no"
33,"independiente","casado","bachillerato",65,"si","no","celular",30,"abril",335,"si"
53,"empleado","divorciado","bachillerato",44,"si","no","celular",14,"mayo",959,"si"
46,"independiente","divorciado","bachillerato",33,"si","no","celular",7,"agosto",429,"si"
28,"desempleado","soltero","universitario",6,"si","si","celular",28,"julio",383,"no"
31,"informal","casado","bachillerato",32,"si","no","chat",2,"junio",40,"si"
44,"informal","casado","primaria",21,"si","no","chat",7,"mayo",110,"si"
35,"independiente","casado","bachillerato",42,"si","si","chat",7,"mayo",326,"no"
50,"independiente","divorciado","tecnico",20,"si","si","chat",28,"mayo",179,"no"
32,"independiente","casado","bachillerato",33,"si","si","celular",25,"agosto",132,"no"
51,"independiente","casado","bachillerato",52,"si","si","celular",16,"octubre",95,"no"
51,"desempleado","casado","universitario",68,"si","si","celular",14,"agosto",248,"no"
31,"informal","casado","tecnico",56,"si","si","celular",3,"febrero",100,"no"
41,"independiente","divorciado","bachillerato",17,"si","si","chat",28,"mayo",226,"no"
57,"independiente","casado","universitario",63,"si","si","chat",20,"junio",174,"no"
34,"desempleado","soltero","universitario",72,"si","si","celular",20,"abril",29,"no"
47,"independiente","casado","bachillerato",13,"si","si","chat",28,"mayo",176,"no"
47,"independiente","divorciado","bachillerato",19,"si","si","celular",11,"julio",106,"no"
36,"independiente","casado","bachillerato",67,"si","si","celular",19,"noviembre",136,"no"
29,"ama(o)_de_casa","soltero","universitario",55,"no","no","celular",5,"febrero",110,"si"
39,"independiente","casado","bachillerato",38,"no","si","celular",11,"agosto",230,"no"
53,"informal","soltero","tecnico",42,"si","si","chat",12,"mayo",140,"no"
47,"informal","casado","bachillerato",8,"si","si","chat",26,"mayo",118,"no"
51,"independiente","divorciado","bachillerato",50,"si","si","celular",18,"agosto",151,"no"
48,"informal","casado","bachillerato",61,"si","si","telefono",9,"julio",693,"no"
32,"independiente","casado","bachillerato",69,"no","no","celular",13,"agosto",31,"no"
36,"empleado","divorciado","universitario",61,"no","no","celular",26,"agosto",125,"si"
50,"empleado","casado","primaria",58,"si","si","celular",20,"abril",670,"si"
39,"independiente","casado","bachillerato",16,"si","no","celular",12,"mayo",454,"si"
31,"informal","casado","bachillerato",6,"si","si","chat",23,"mayo",159,"no"
49,"independiente","casado","bachillerato",70,"si","no","celular",5,"agosto",504,"no"
33,"desempleado","divorciado","bachillerato",51,"no","no","telefono",27,"agosto",29,"no"
26,"desempleado","soltero","universitario",68,"si","si","celular",1,"junio",190,"no"
27,"informal","casado","bachillerato",39,"si","si","chat",14,"mayo",332,"no"
51,"informal","casado","primaria",70,"si","no","telefono",3,"febrero",143,"no"
26,"independiente","soltero","bachillerato",4,"si","si","celular",30,"enero",77,"no"
45,"independiente","casado","bachillerato",12,"no","si","celular",31,"julio",517,"no"
54,"independiente","casado","bachillerato",58,"no","si","celular",10,"julio",2029,"si"
49,"independiente","casado","universitario",68,"si","no","celular",25,"mayo",269,"no"
47,"independiente","casado","bachillerato",70,"si","si","celular",14,"agosto",457,"no"
42,"ama(o)_de_casa","casado","primaria",47,"no","si","celular",7,"agosto",184,"no"
50,"independiente","casado","universitario",37,"si","no","celular",18,"mayo",47,"no"
37,"independiente","casado","bachillerato",20,"si","no","chat",28,"mayo",158,"no"
54,"informal","casado","primaria",39,"no","no","telefono",21,"noviembre",168,"no"
40,"empleado","casado","bachillerato",26,"si","no","celular",11,"mayo",50,"no"
50,"empleado","casado","bachillerato",6,"no","si","celular",14,"agosto",757,"si"
57,"informal","casado","bachillerato",70,"si","si","celular",25,"agosto",93,"no"
33,"independiente","casado","bachillerato",4,"no","si","celular",11,"agosto",285,"no"
49,"independiente","casado","bachillerato",2,"si","si","celular",20,"abril",390,"no"
35,"empleado","casado","bachillerato",3,"si","si","celular",18,"mayo",146,"no"
28,"informal","soltero","bachillerato",10,"si","si","chat",28,"mayo",386,"no"
58,"desempleado","casado","universitario",48,"no","si","celular",19,"agosto",145,"no"
31,"independiente","soltero","bachillerato",26,"no","si","celular",7,"julio",230,"si"
36,"desempleado","divorciado","universitario",46,"no","si","celular",16,"julio",237,"no"
49,"informal","soltero","primaria",19,"si","no","celular",8,"julio",474,"no"
30,"desempleado","casado","bachillerato",48,"si","si","chat",20,"mayo",350,"no"
29,"empleado","soltero","bachillerato",64,"si","si","celular",28,"julio",487,"no"
50,"desempleado","casado","tecnico",50,"si","si","chat",5,"junio",1009,"no"
26,"estudiante","soltero","universitario",2,"no","no","celular",5,"marzo",87,"si"
27,"ama(o)_de_casa","casado","bachillerato",54,"si","si","telefono",23,"julio",82,"si"
32,"informal","soltero","bachillerato",71,"si","no","celular",18,"mayo",183,"no"
62,"empleado","casado","bachillerato",20,"no","no","telefono",2,"marzo",139,"si"
34,"informal","soltero","bachillerato",38,"si","si","chat",3,"junio",115,"no"
25,"independiente","soltero","universitario",47,"si","no","celular",8,"abril",124,"no"
34,"desempleado","soltero","universitario",5,"si","si","chat",3,"junio",633,"no"
44,"independiente","soltero","bachillerato",61,"no","no","telefono",20,"octubre",718,"si"
38,"desempleado","casado","universitario",72,"si","si","celular",2,"febrero",63,"no"
57,"independiente","casado","bachillerato",57,"si","si","celular",14,"agosto",180,"no"
36,"independiente","casado","universitario",1,"si","si","celular",25,"agosto",47,"no"
41,"independiente","casado","bachillerato",48,"si","no","celular",9,"julio",391,"si"
36,"desempleado","soltero","universitario",19,"si","si","chat",4,"julio",85,"no"
27,"desempleado","soltero","universitario",61,"si","no","celular",15,"mayo",373,"no"
37,"independiente","divorciado","bachillerato",24,"no","no","celular",20,"agosto",289,"no"
47,"empleado","soltero","universitario",68,"no","no","telefono",10,"diciembre",805,"si"
31,"empleado","divorciado","primaria",5,"si","no","celular",7,"mayo",623,"si"
39,"independiente","casado","bachillerato",14,"si","no","chat",17,"junio",483,"no"
35,"independiente","divorciado","universitario",44,"si","si","chat",9,"mayo",26,"no"
40,"informal","casado","bachillerato",34,"si","si","chat",7,"mayo",112,"no"
38,"desempleado","soltero","universitario",69,"si","no","celular",17,"noviembre",213,"no"
31,"independiente","casado","bachillerato",59,"si","si","celular",20,"noviembre",129,"no"
36,"informal","casado","primaria",67,"no","no","celular",15,"abril",330,"si"
53,"desempleado","casado","primaria",33,"si","si","chat",9,"junio",104,"no"
59,"informal","casado","primaria",10,"si","si","chat",29,"mayo",184,"no"
29,"desempleado","soltero","universitario",1,"si","no","celular",21,"julio",120,"no"
30,"independiente","soltero","bachillerato",51,"si","si","chat",3,"junio",159,"no"
52,"independiente","casado","bachillerato",29,"si","si","chat",15,"mayo",391,"no"
55,"informal","casado","bachillerato",21,"si","si","celular",12,"agosto",112,"no"
56,"informal","casado","primaria",6,"si","no","chat",9,"mayo",76,"no"
32,"independiente","casado","bachillerato",23,"si","no","chat",21,"mayo",189,"no"
24,"informal","casado","bachillerato",32,"si","si","chat",28,"mayo",94,"no"
51,"informal","casado","primaria",56,"si","si","chat",29,"mayo",184,"no"
36,"desempleado","casado","universitario",26,"si","no","celular",7,"agosto",100,"no"
36,"independiente","casado","universitario",65,"si","no","celular",28,"enero",57,"si"
42,"empleado","casado","universitario",20,"si","no","celular",17,"noviembre",525,"si"
49,"independiente","casado","bachillerato",54,"si","no","celular",21,"noviembre",60,"no"
48,"desempleado","casado","bachillerato",12,"si","si","chat",26,"mayo",251,"no"
36,"desempleado","casado","bachillerato",13,"si","no","chat",30,"mayo",251,"no"
48,"desempleado","casado","primaria",15,"no","si","celular",26,"agosto",219,"no"
30,"independiente","casado","universitario",49,"no","no","celular",27,"agosto",976,"si"
27,"desempleado","soltero","universitario",32,"si","si","celular",8,"julio",46,"no"
38,"independiente","casado","universitario",35,"si","no","celular",18,"noviembre",185,"si"
36,"independiente","soltero","bachillerato",15,"no","no","celular",12,"agosto",587,"si"
45,"independiente","casado","bachillerato",56,"no","no","celular",29,"julio",65,"si"
44,"ama(o)_de_casa","casado","universitario",69,"no","no","chat",17,"junio",491,"si"
42,"independiente","casado","bachillerato",69,"si","si","celular",11,"mayo",432,"no"
37,"independiente","casado","universitario",67,"si","no","celular",21,"noviembre",102,"no"
48,"informal","casado","bachillerato",24,"si","si","celular",17,"abril",264,"no"
57,"informal","casado","primaria",37,"si","si","celular",4,"febrero",75,"no"
44,"empleado","casado","bachillerato",62,"si","si","celular",20,"abril",106,"no"
48,"independiente","casado","bachillerato",47,"si","si","celular",17,"noviembre",81,"no"
56,"pensionado","casado","primaria",20,"no","no","celular",27,"agosto",89,"si"
37,"desempleado","casado","universitario",42,"si","si","chat",6,"junio",95,"no"
47,"informal","casado","bachillerato",21,"si","si","chat",15,"mayo",322,"no"
54,"ama(o)_de_casa","casado","tecnico",33,"si","si","celular",14,"abril",94,"no"
51,"pensionado","divorciado","bachillerato",10,"no","no","celular",12,"agosto",417,"si"
47,"independiente","casado","bachillerato",59,"no","no","celular",18,"octubre",567,"si"
25,"empleado","casado","universitario",22,"si","si","celular",18,"mayo",600,"si"
39,"empleado","soltero","bachillerato",69,"si","no","chat",15,"octubre",5,"no"
40,"desempleado","casado","universitario",35,"si","si","celular",14,"agosto",464,"no"
38,"desempleado","soltero","universitario",64,"no","no","celular",1,"septiembre",222,"no"
34,"empleado","casado","universitario",11,"si","no","celular",13,"mayo",469,"si"
53,"ama(o)_de_casa","casado","primaria",8,"si","no","celular",15,"abril",99,"no"
32,"empleado","casado","bachillerato",71,"si","no","chat",14,"mayo",297,"no"
35,"informal","casado","bachillerato",32,"si","si","celular",20,"abril",41,"no"
24,"estudiante","soltero","bachillerato",30,"no","si","celular",9,"diciembre",390,"no"
58,"informal","casado","primaria",17,"si","no","chat",29,"mayo",535,"no"
49,"empleado","casado","primaria",3,"no","no","celular",11,"noviembre",269,"si"
45,"empleado","soltero","bachillerato",24,"si","si","celular",20,"abril",1010,"no"
55,"desempleado","casado","universitario",55,"si","si","celular",8,"agosto",73,"no"
42,"independiente","casado","universitario",63,"si","si","chat",7,"mayo",650,"no"
28,"independiente","casado","bachillerato",13,"si","si","chat",4,"julio",53,"no"
48,"informal","casado","bachillerato",52,"si","si","chat",4,"julio",270,"no"
51,"desempleado","soltero","universitario",37,"si","si","celular",18,"agosto",119,"no"
38,"ama(o)_de_casa","casado","primaria",11,"no","si","celular",26,"agosto",634,"no"
27,"informal","soltero","bachillerato",29,"si","no","chat",14,"mayo",72,"no"
50,"independiente","soltero","bachillerato",44,"si","no","celular",17,"noviembre",270,"no"
44,"informal","casado","primaria",61,"si","no","celular",12,"mayo",165,"no"
